customer_tweet_id,customer_id,customer_message,amazon_reply_id,amazon_reply
18960,120228,@AmazonHelp I want a proper resolution here...,18962,"@120228 Due to restricted access to your amazon account through Twitter, we shall not be able to provide any update here. (1/2) ^SI"
18964,120229,@AmazonHelp Then how should I reach you for assistance,18966,"@120229 You have reached out to us by tweeting. As we cannot check your order details here, kindly connect with our support team. ^RW"
18965,120229,@115850 can you update me the status as its already 5 days over till date material not dispatched. https://t.co/wpcmD6WMhO,18963,"@120229 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^RW"
18965,120229,@115850 can you update me the status as its already 5 days over till date material not dispatched. https://t.co/wpcmD6WMhO,18967,@120229 Request you to wait till estimate delivery date for an update. I'm positive that the order will be delivered accordingly. ^RW
18969,120230,"Can't change my new Email address with @115821 ! I'm repeatedly told: ""There was a problem with your Password"".... https://t.co/s4mcgxbdtP",18968,"@120230 Hey, did you try and change your password first? Do you have access to the email address associated with your account? ^AS"
18971,120231,@AmazonHelp @115833 What is 2nd Generation? I have Amazon Echo from US ? Not the Echo Dot.,18973,@120231 Please connect with us here: https://t.co/vlvfJr4nN9 over phone so we could explain you the difference. ^HK
18972,120231,"@115833 @AmazonHelp Will echo devices bought from US work in India, as ECHO has already been launched here ?",18970,@120231 The second generation echo will work in India. ^AK
18975,120232,@AmazonHelp Provided my details hope I will get a resolution,18974,@120232 and reply for further assistance. 2/2 ^SB
18975,120232,@AmazonHelp Provided my details hope I will get a resolution,18976,@120232 We have sent a correspondence to your registered email id. Request you to check 1/2 ^SB
18978,120232,@AmazonHelp I have already tried that option so hopeing you could provide better option,18977,@120232 Apologies for the ordeal Bhakti. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you. ^HN
18981,120232,@AmazonHelp And secondly I would like to know if it was out of stock how I was able to place the order,18980,@120232 Allow our support team to look into this. You can connect with us here: https://t.co/R3EfhzgU8B ^CB.
18985,120232,@115821 again acted as disappoiment and spoiler. This is 2nd time when delivery of order was confirmed on call and then it was canceled,18984,@120232 I apologize for this. May I know if you've connected with our support team regarding this? ^SK
19108,120259,"@AmazonHelp Not Amazon customer service, that’s what’s down. Way down.",19110,@120259 Sorry to hear that you feel this way. Please report it to an agent with access to your acc here: https://t.co/hApLpMlfHN.^JJ
19109,120259,@AmazonHelp,19107,"@120259 Hey, what's up? ^AS"
19112,120260,@AmazonHelp This contest commences from today.There was a similar contest whose last date was 31st oct 2017.,19115,"@120260 Winners of the app jackpot will be announced on November 3, 2017. You can find the list here: https://t.co/Bkgo9lesh7 ^SH"
19114,120260,@115850 : By what date will you publish the result of Amazon App Jackpot Contest which ended  yesterday i.e 31st Oct 2017 ?,19111,"@120260 Hi, you may check it here: https://t.co/Hv5hJjiSeG ^RW"
19117,120261,@AmazonHelp i know but i call all courier serviece they people cant home pick up so please arrange from your hand.,19119,@120261 Kindly revert to our email correspondence with further query on this and we'll be happy to take it over from there. ^AB
19118,120261,@AmazonHelp can u ready for return pick up i receive damage product,19116,"@120261 You must have received a correspondence from our team, request you to check the same. ^SH"
19123,120261,@AmazonHelp I allready replied. I clearly say that please pick up from your hand.,19122,@120261 Thank you for confirming that you've responded to our email. We'll definitely get back. Request you to wait till then. ^SK
19125,120261,@AmazonHelp I already call your linked courier service they all not ready for home pick up and some courier service cha rges is very high,19124,"@120261 As informed earlier, request you to respond to the email you've received from our team for further assistance. ^SU"
19127,120261,@AmazonHelp U people allready reply me and now say we cant access?,19126,"@120261 If you have received an email from our team, I request you to please reply to it with your query and ^MP 1/2"
19130,120261,@AmazonHelp Its very headache so please pick up from your hand. I dont pick up any charges for courier so please arrange from u.,19129,@120261 We can't access your Amazon account over Twitter. Kindly share the needed information over the secure link shared. ^CB
19132,120261,@AmazonHelp Its not my issue for return pick up. U people not mention any where before purchase product otherwise i think about purchase this order.,19131,"@120261 I understand that you're upset, Dharmesh. Could you confirm, submitting your details using the link shared earlier? ^MP"
19136,120261,@115850 Third class teturn service so please make sure return product pick up.,19133,@120261 We'd like to take a closer look into this. Please reach out to us here: https://t.co/vlvfJr4nN9 and we'll check it for you.^AU
19185,120230,"@115821 For now please just tend to my new orders I just https://t.co/n5enuyETJb are those 300,000 pairs of gloves selling?",19183,@120230 We can't see your orders from here unfortunately but if you use the link ^JJ sent we can help :) ^AS
19190,120262,@AmazonHelp I’ve had one saying it will be late but no reason why,19192,@120262 Sorry to hear that. We'll be happy to look into that for you. Please reach out to us here: https://t.co/JzP7hlA23B ^RS
19191,120262,@AmazonHelp is my parcel lost in transit I’ve never experienced a delay with delivery from you!! https://t.co/DJ4tGuR94P,19189,"@120262 Hi, sorry to hear that, delays happen for unforeseen reasons, were you emailed with a reason for the delay?^AS"
19194,120263,"@AmazonHelp thnx, matter resolved.",19196,@120263 Glad the issue was resolved. Thank you for keeping us posted. ^SB
19195,120263,@115850 my amazon pay balance is 1125.35 but I am not able to use the whole amount. Plz help.,19193,@120263 Sorry for the trouble using Amazon Pay Balance. Kindly report this to our support team here: https://t.co/2t6DQoUmNZ  ^AR
19198,120264,@AmazonHelp filled once already...,19200,@120264 Request you to reply to the email correspondence which we have sent to your registered email id. We'll look into it. ^SB
19201,120264,@AmazonHelp no email received...wic email you sent it on,19202,@120264 Kindly check the mailbox of you registered email id. You'll find an email correspondence from us. ^ZH
19199,120264,@AmazonHelp problem not resolved yet...high time now,19197,@120264 Please fill in your details using the link: https://t.co/JzRdscmdH9 and I'll get in touch with you soon. ^AK (2/2)
19199,120264,@AmazonHelp problem not resolved yet...high time now,19203,@120264 Sorry to know about the delay in resolving your query. I'd like to take a closer look at this. ^AK (1/2)
19205,120264,@AmazonHelp pl do...i am already fed up with the service...considering returning the order.,19204,@120264 I can understand it would be worrisome. Please be assured we'll contact you at the earliest. ^SC
19207,120264,@AmazonHelp details shared,19206,@120264 We've received your details and we'll get back to you soon. ^PS
19209,120264,"@115850  ordered #Redmi4 OrderId 407-0938237-9516324.. not yet delivrd
pathetic service from #Amazon",19208,@120264 I'd like to take a closer look into it. Please fill in this form: https://t.co/GIJyeYqKE0 and I'll revert shortly. 1/2 ^AB
19212,120265,@118919,19211,"@120265 Hi, how can we help you today? ^HK"
19214,120230,"Can't change my new Email address with @115821 ! I'm repeatedly told: ""There was a problem with your Password""",19213,"@120230 Hi, sorry to hear that you're having trouble logging in. Please contact us here:https://t.co/jzvkhdlrK5 to look into this.^JJ"
19216,120266,@115850 you don't care about the time of non prime customers !! Really sad to see the bad delivery of Amazon! Still waiting for delivery.,19215,"@120266 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^AK (3/3)"
19216,120266,@115850 you don't care about the time of non prime customers !! Really sad to see the bad delivery of Amazon! Still waiting for delivery.,19217,@120266 Please fill in your details using the link: https://t.co/JzRdscmdH9 and I'll get in touch with you soon. ^AK (2/3)
19216,120266,@115850 you don't care about the time of non prime customers !! Really sad to see the bad delivery of Amazon! Still waiting for delivery.,19218,@120266 Apologies for the trouble with the delivery of the order. I'd like to take a closer look at this. ^AK (1/3)
19427,120315,@AmazonHelp No use from your link or Amazon app support call or chat. Please see the order details.just telling us to wait.Not updating the status also. https://t.co/Uwp0eOu6Ia,19429,"@120315 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. (2/2) ^ZH"
19427,120315,@AmazonHelp No use from your link or Amazon app support call or chat. Please see the order details.just telling us to wait.Not updating the status also. https://t.co/Uwp0eOu6Ia,19430,@120315 We apologize for the inconvenience. Please share your details here: https://t.co/GIJyeYqKE0 and I'll personally help you. (1/2) ^ZH
19431,120315,@AmazonHelp Anyway you are redirecting the above link to your customer support..What is the use of it?? Same reply from them...,19432,"@120315 Filling in your details wouldn't lead you to our support team, Uday. Please do the same, we'll reach out to you personally. ^JC"
19428,120315,"@115821 @115850 How can you keep the item status as delivered without reaching us, and telling us to wait for it?",19426,@120315 I'm sorry for the incorrect tracking update. Kindly reach out to us here: https://t.co/vlvfJr4nN9 and we will fix this for you. ^AH
19434,120316,@AmazonHelp Daily same msg coming but do not delivered,19436,@120316 we have missed on the estimated delivery date? 2/2 ^SB
19434,120316,@AmazonHelp Daily same msg coming but do not delivered,19437,@120316 I'm sorry about the delay in delivering your order. Could you please let us know if 1/2 ^SB
19435,120316,"@AmazonHelp Arriving Today: Your package with Dell KM117 Wireless Keyboard Mouse is out for delivery.Amt: Rs.1,399. https://t.co/JuXkvDFU1Q",19433,"@120316 When the product is out for delivery, it will be delivered before 8 pm. Kindly wait until then. Do keep us posted. ^AK"
19439,120316,@115821 Today my product delivery but delivery boy is not coming Arriving early: Dell KM117 Wireless Keyboard Mouse will be delivered by Amz,19438,@120316 What does the latest tracking update state on your order? ^HK
19442,120317,@AmazonHelp Ok thank u,19440,"@120317 You're welcome, Aleema. Do let us know if you need any further assistance. ^SY"
19444,120317,@115850 want to be the Amazon retailer of grocery in dehradun . Please help me,19443,"@120317 We've responded to your query via DM, please check. ^HA"
19447,120318,"@AmazonHelp Name of account -avaneesh Kumar chaubey 
Contact number -8269451504
Order number - 405-3324870-8447534
Product - titan watch",19449,"@120318 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. (2/2) ^ZH"
19447,120318,"@AmazonHelp Name of account -avaneesh Kumar chaubey 
Contact number -8269451504
Order number - 405-3324870-8447534
Product - titan watch",19450,@120318 We don't have access to your account over Twitter. Please share your details in the link given earlier by 'GS'. (1/2) ^ZH
19448,120318,"@118341 @115850 @24294 @59639 @120319 @120320 @59640 @2517  
Ab amazon wale mughe refund bhi nhi de rhe. https://t.co/aqjEmGkODs",19446,@120318 We'd like to check get this checked for you. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll contact you. ^GS
19455,120321,"@115850 false commitment on delivery, also mentioned wrong information, delivery guy never contacted me on Tuesday. How could u do that? https://t.co/UG4a7DfhhL",19454,"@120321 Also, as this a social medial platform, please don't provide order details. We consider it personal information.^HR"
19455,120321,"@115850 false commitment on delivery, also mentioned wrong information, delivery guy never contacted me on Tuesday. How could u do that? https://t.co/UG4a7DfhhL",19456,@120321 Please share your details from the link here: https://t.co/tQhzfEpRzL assist you accordingly. (2/2)^HR
19455,120321,"@115850 false commitment on delivery, also mentioned wrong information, delivery guy never contacted me on Tuesday. How could u do that? https://t.co/UG4a7DfhhL",19457,@120321 I’m sorry about the issue you’re facing with delivery. Let us look into it.(1/2)^HR
19461,120322,@AmazonHelp I did it already~,19463,"@120322 W/o posting personal info, what is the issue with the orders? What was advised when you contacted? ^PK"
19464,120322,"@AmazonHelp Scam, just scam, sellers don't send out my products~ 6 orders. so bad~",19465,@120322 I'm sorry to hear that. What were you advised when you contacted us by phone/chat? ^DC
19462,120322,@AmazonHelp 6 order: 113-2039762-2382613、113-2511164-7606668、113-7544238-7484225、114-5454499-3702646、114-9012608-0575407、114-9109336-9221053,19460,"@120322 Hi, please don't share order numbers here as this page is public. Please contact us; https://t.co/hApLpMlfHN to look into this. ^JJ"
19468,120322,@AmazonHelp .com,19470,"@120322 Apologies, have you looked into filling an A-Z Claim: https://t.co/OgRmc6aXUX? ^JJ"
19471,120322,@AmazonHelp I can't find File/View Claim.,19472,@120322 Hi please contact us here: https://t.co/R55eEQwSEs and a specialist will look into it for you. ^AS
19469,120322,"@AmazonHelp I was scammed. 6 orders, all sellers are gone and nothing send to me, how could I do now? how to stop my prime membership?",19467,"@120322 sorry to hear that, from what Amazon marketplace were you shopping from? .com, .co.uk, .es etc? ^AS"
19475,120323,@AmazonHelp HorrbleService👿Booked #Redmi4 on 16.10.17.  Neither phn recd nor refnd. complnt alrdy made.  No response at all. Fed up wd amzon,19474,@120323 I'm sorry for the trouble with your order. Have you reached out to our support team from here: https://t.co/2t6DQoUmNZ? ^RW
19477,120324,"@115821 broke family&amp; friends trust.Ordered a product month ago,return/refund requested on same month, but still waiting for pickup &amp; refund https://t.co/noCu65cIeB",19476,@120324 as possible. Kindly drop your details here: https://t.co/Bt7pD1u7yO and I'll get back to you. 2/2 ^SH
19477,120324,"@115821 broke family&amp; friends trust.Ordered a product month ago,return/refund requested on same month, but still waiting for pickup &amp; refund https://t.co/noCu65cIeB",19478,@120324 I'm sorry to know the pick up hasn't been completed yet. I'd like to work on the issue and get the item picked as soon 1/2 ^SH
19479,120324,@AmazonHelp I wuld lyk 2 knw jus 1 simpl&amp; straight answer. Hw mny times u ppl wl ask d same qstn again&amp;again.Coz m juss sick of answring over&amp;over again,19480,@120324 We don't have access to your account over Twitter. Please share your details in the link and we'll be sure to help you. ^ZH
19481,120324,@AmazonHelp sent twice. Ask me if something else you need.,19482,@120324 I appreciate your understanding in this regard. We've received your details and we'll get back to you at the earliest. ^SC
19484,120325,@AmazonHelp I have reported the same..Hoping for a genuine product in perfect condition to be delivered now.,19486,"@120325 In that case, please fill out this form: https://t.co/GIJyeYqKE0 and we'll look into this for you. ^AM"
19485,120325,"@115821 @115850 I have received the product in damaged condition, it's tempered from outside though material was not spilling.",19483,@120325 Apologies for the inconvenience. Have you tried reporting this to our support team here: https://t.co/2t6DQoUmNZ ? ^AB
20024,120402,@115850  order no. 408-9844239-0335528 bed side table is not delivered till now.,20023,"@120402 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^ZH"
20024,120402,@115850  order no. 408-9844239-0335528 bed side table is not delivered till now.,20025,@120402 We apologize for the delay in the delivery of the order. Please contact us here: https://t.co/vlvfJr4nN9 and we'll help you ^ZH
20029,120403,@AmazonHelp Update was sent at 930 pm. Ggs,20030,@120403 Please reach out to us directly here: https://t.co/hApLpMlfHN and we can look into this further. ^PK
20028,120403,Nothing like paying @115821 for prime to get free quick shipping to be told the one thing I order per 6 months won't be on time lol,20026,@120403 Sorry to hear this. Has any reason been given for the delay? ^KM
20032,120404,@AmazonHelp Thank u.......done,20031,@120404 You're most welcome. Thanks for keeping us posted. ^AB
20034,120404,@AmazonHelp how do i delete my old credit cards from the list,20033,@120404 please check this link here: https://t.co/nGMwhpjmNo (2/2) ^KA
20034,120404,@AmazonHelp how do i delete my old credit cards from the list,20035,"@120404 You can update your payment methods by visiting the Payment section in Your Account page. For more information, (1/2) ^KA"
20037,120230,"I must say, I see why @115821 is the #1 Company in the world. They are so courteous. So compliant. So helpful.... https://t.co/d645vzyNjy",20036,@120230 Thanks Bill. I hope you get your issue sorted soon. ^KM
20039,120230,"I must say, I see why @115821 is the #1 Company in the world. They are so courteous. So compliant. So helpful.",20038,@120230 Now that's what we like to hear :) Thanks Bill! ^AS
20041,120322,"@AmazonHelp how to stop my prime membership, since i was scammed and you do nothing to me, i need to cancel my membership.",20040,@120322 Which Amazon website did this happen on? ^KM
20043,120402,@115850  order no #408-984423-033528 need sS,20042,@120402 We'd like to help you with your query. Kindly contact our support team here: https://t.co/vlvfJrlYEH. (1/2) ^ZH
20043,120402,@115850  order no #408-984423-033528 need sS,20044,"@120402 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. (2/2) ^ZH"
20046,120405,@115850 missed to buy the cheaper #amazonprime . Please help :),20045,@120405 Prime membership was being offered at an introductory price of Rs. 499 per year. Since the promotion has 1/2 ^SH
20046,120405,@115850 missed to buy the cheaper #amazonprime . Please help :),20047,@120405 now expired the membership will cost Rs.999. 2/2 ^SH
20049,120406,Why does @115850 think getting packages delivered through India Post is a good idea?,20048,@120406 Couriers are assigned depending on the pin codes of the delivery address. Kindly elaborate if you've any queries. ^AK
20051,120407,@AmazonHelp Amazon has encountered an error. Please try again shortly. This message appears every time I attempt to change my default list for days now.,20053,@120407 My apologies Christopher. Have you tried from a non mobile device? ^DC
20052,120407,@AmazonHelp cannot change default wishlist in any app or browser regardless of mobile device. log out/in does not fix. Error message. Advise,20050,@120407 Sorry to hear that. What error message are you getting? ^RS
20414,120460,"@AmazonHelp あああ……いえ、今は指定時間少し過ぎてるだけなのでそこまで気にしてないです大丈夫です
すみませんありがとうございます",20416,"@120460 かしこまりました。ご心配をおかけしております。
お待ちいただいても届かない場合には、ご遠慮なく先ほどのURLよりご連絡くださいませ。TY"
20415,120460,Amazonからの荷物来ないぽよーーーーー,20413,@120460 ご迷惑をおかけしております。状況をお調べした上でご案内させていただきますので、恐れ入りますが、リンクよりカスタマーサービスにお問い合わせください。https://t.co/J6YEizo6qC TN
20418,120461,"I’m trying to order a Fire HD Kids tablet from @115821 but I can’t seem to find any region that ships to Denmark. Not UK, DE or US 😞",20417,"@120461 Hey, US should ship to Denmark, are you getting an error message? ^AS"
20421,120462,@115850 amazon stick from https://t.co/cvJQ06p7ve is authorized seller?,20419,@120462 You can find the list of authorized seller's here: https://t.co/JotO6OLmGA ^SH
20423,120463,@AmazonHelp are brighton tickets available today for the morrissey presale? they aren’t on the website and i got worried,20422,"@120463 Pls reach out here so we can check this for you 
https://t.co/lnp3A1Qpxe ^KM"
20426,120464,"@120465 ありがたや...ありがたや...
所でグランドツアーシーズン2の配信はまだでしょうかー？",20425,@120464 申し訳ございませんが、今後の配信予定についてはご案内することができません。配信を心待ちにされているところ誠に恐れ入りますが、適宜サイト上などをご確認ください。TN
20431,120466,@AmazonHelp When will Madam Secretary S4 will be available on Amazon Prime Video India?,20430,"@120466 Currently, we do not have an update on this. Please stay tuned. ^HK"
20433,120467,@AmazonHelp That I do daily. Can't the request be prioritized?,20435,"@120467 As informed earlier, we will forward your request. However, I request you to wait for it. (2/2)^HR"
20433,120467,@AmazonHelp That I do daily. Can't the request be prioritized?,20436,@120467 Thank you for showing the interest towards our device. Good things come to those who wait. 😇 (1/2)^HR
20434,120467,"@115850 Want to try Amazon Echo Dot, have requested an invite. Invite bhej do yaar!!",20432,"@120467 We send a limited number of invitations each week to customers, so keep an eye on your inbox. ^ZH"
20438,120468,@AmazonHelp The item doesn't do what I need it to do.,20440,@120468 Please reach out to us directly here: https://t.co/hApLpMlfHN and we can help arrange a return for you. ^PK
20439,120468,"Amazon is starting to piss me off. All of the sudden it wants to charge me money to return shit. No thank you.
@115821",20437,"@120468 Hey, what is your reason for returning the items? ^AS"
20442,120469,@AmazonHelp Please call back me...,20444,@120469 on 'call me' option and a call shall be connected with our support team. 2/2 ^SH
20442,120469,@AmazonHelp Please call back me...,20445,@120469 Please click here: https://t.co/2l2eM2Q8NU after selecting the appropriate issue click 1/2 ^SH
20446,120469,@AmazonHelp No option of call with customer care,20448,"@120469 If you're unable to arrange a call back, kindly contact our support team using the chat/email option and we'll help you. ^ZH"
20449,120469,@AmazonHelp I am already still awaiting since 12.10.2017 for your solution. But no any satisfied resolution provide from Amazon side.,20450,@120469 Apologies for the ordeal Kaushal. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you. ^HN
20452,120469,@AmazonHelp How many time I send detail.??,20454,@120469 Sorry for the confusion. Please reply to the email sent by our team earlier &amp; we'll update you on this. ^RS
20443,120469,@AmazonHelp How many more long time I will wait for solution...?? I am not able to call contact with Amazon care,20441,@120469 You may request an immediate call back from us here: https://t.co/vlvfJr4nN9. Do you see any error? ^HK
20458,120469,@AmazonHelp I already replied,20456,"@120469 Thanks for the update, we've received your reply to our correspondence. We'll get back to you at the earliest. ^SC"
20461,120469,@AmazonHelp No any solution provide from your side and I am unable to contact with Amazon care because our call is blocked by Amazon..,20459,@120469 Could you please confirm if you have replied to the email sent by us. ^VH
20463,120469,"@AmazonHelp Since how much time I wait
For your action...??",20462,"@120469 Sorry about the stretch, Kaushal. Please reply to the email sent to you. Once we receive your reply, we'll check &amp; assist.^SV"
20465,120469,@AmazonHelp Please do necessary action against courier services,20464,@120469 I understand your concern for delivery. We'll get back to you on this soon &amp; corrected actions will be taken on carrier. ^BS
20468,120469,"@115821 Product not deliver to me
But it shown delivered
Please resolve the problem as soon as possible.
Kaushal
Mob. +919310777288 https://t.co/BZRN0r3gMF",20466,"@120469 Sorry that you haven't received your order yet. I’d like to help you, please fill this form: https://t.co/beaaDm0muc (1/2)^SY"
20471,119355,@AmazonHelp You talked about the Gati courier about our order,20472,@119355 May I please know if you have filled your details through the link provided earlier? ^SH
15290,119355,@118919 @119356  https://t.co/nei7OW1h0M,20470,@119355 Have you reached out to our support team as suggested earlier? ^RW
20475,120470,Man @115828 has become the most inept release day delivery service out there. What happened? You used to be the industry leader.,20474,@120470 Sorry to hear this. Has any reason been given for the delay? ^KM
20477,120471,Amazonの予約注文ってカード払いにしてたら配送と同時に支払われるやつ？,20476,@120471 クレジットカードへの請求は「ご注文された商品が出荷された時点」です。https://t.co/uNFS1FEuqs なおクレジットカード以外のカードの場合は承認時点でプリペイドカード残高から引き落としされます。https://t.co/VgtjcXZMwY TN
20479,120472,Hey @115850 any plans of restocking @120473 DVDs ? #ImpracticalJokers,20478,@120472 We haven't announced any updates regarding this. Please stay tuned. ^SH
20481,120463,@AmazonHelp i have :),20483,"@120463 ok, and were you given some information? ^AS"
20482,120463,@120474 why isn’t the brighton morrissey date on the presale website?,20480,@120463 Pls reach out here so we can check this for you https://t.co/M1i6lqXZWY  ^KM
20485,120475,@AmazonHelp I already talked to your customer care. They are saying kindle prime reading is only available for US residents. I am asking why?,20487,@120475 I have forwarded your comment as a feedback internally for a review. Appreciate your understanding. (3/3) ^SI
20485,120475,@AmazonHelp I already talked to your customer care. They are saying kindle prime reading is only available for US residents. I am asking why?,20488,@120475 Amazon.in has recently introduced the Prime membership and we are trying to provide you the best possible offers. (2/3) ^SI
20485,120475,@AmazonHelp I already talked to your customer care. They are saying kindle prime reading is only available for US residents. I am asking why?,20489,@120475 Both these websites operate independently and hence provide different set of offers with Prime. (1/3) ^SI
20486,120475,@AmazonHelp Why Amazon.in prime members are not allowed to access kindle prime reading section? @117634 @115850 @115821,20484,@120475 Please connect with us here: https://t.co/vlvfJr4nN9 and we'll help you with this. ^HK
20492,120476,@115850 Does cash load work with @1384 orders?,20490,"@120476 The cash load feature isn't available with Amazon Now orders currently, Jigar."
20730,120531,"@AmazonHelp 同じ商品と交換したいのですが、返品の際にクレジットカードの選択画面が出てきます。
クレジットカードを持っていないのですが、クレジットカードが無いと返品できないのでしょうか？",20732,"@120531 お手数おかけしております。
カードをお持ちではないとのことなので、ご注文内容含めご確認のうえ、ご案内させていただきます。
よろしければ、下記URLよりカスタマーサービスにご連絡ください。
https://t.co/bwBU0NvYIn TY"
20731,120531,amazonの返品ってクレカないとできいないの・,20729,@120531 アマゾンです。返品または交換どちらをご希望ですか？お手続き方法はこちらをご参照ください。https://t.co/ARwqzY3HrV ご不明な点がありましたら、ご遠慮なくお問い合わせください。ET
20734,120532,"@120533 @120534 J'ai demandé le remboursement @120533
Coucou @120535 plus la peine de vous pointer (si un jour vous pensiez vraiment livrer)",20733,"@120532 Je vous renouvelle mes excuses. j'espère que le problème a été résolu.
^YL"
20738,120536,Extremely disappointed in @115830 email to say refused at door but have been told completely the wrong package arrived. Wheres my stuff?!,20737,"@120536 sorry to hear that, can you contact us here: https://t.co/JzP7hlA23B we'd like to help ^AS"
20740,120537,@1385 @116313 （待って……さっきからアマゾンさんの垢巻き込みまくってるこのリプ合戦……ふるえ）,20739,@120537 @1385 (◍•ᴗ•◍) ET
20743,120538,@AmazonHelp  please ship this today ORDER # 408-8285636-6191504,20742,"@120538 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^RW"
20743,120538,@AmazonHelp  please ship this today ORDER # 408-8285636-6191504,20745,@120538 Request you to wait till estimate delivery date for an update. I'm positive that it will be delivered accordingly. ^RW
20747,120539,@AmazonHelp non ancora: qual'è il modo migliore per segnalarvi i disservizi di Bartolini? Grazie!,20749,@120539 Puoi contattare tramite questo link: https://t.co/1L0CKp38Aw. A presto! ^CS
20748,120539,"L'ordine @120540 è diviso in 5 pacchi con corrieri diversi, l'unico disperso è Bartolini. Fate una cosa buona, evitate BRT, sempre.",20746,"@120539 Mi spiace, hai segnalato l'accaduto al nostro Servizio Clienti? ^GA"
20753,120541,@AmazonHelp Well my country is selected as India and my language is English (UK) and when I go to skills I get this: https://t.co/ydfxKirxDn,20755,@120541 Please get in touch with us via https://t.co/TxK11znixD and we'll check this out. ^AM
20754,120541,"So Echo Dot in India only has skills if you necessarily use the English (India) language option, any update to fix that @115821?",20752,"@120541 a degraded experience. So for the best experience, you need both PFM India and language English India. (3/3) ^VM"
20754,120541,"So Echo Dot in India only has skills if you necessarily use the English (India) language option, any update to fix that @115821?",20757,"@120541 India preferred market place. However, if you have PFM India but not English India, you will still have.(2/3)^VM"
20754,120541,"So Echo Dot in India only has skills if you necessarily use the English (India) language option, any update to fix that @115821?",20758,"@120541 For the India skills, you don't necessarily need to have English India as language. What you need is (1/3) ^VM"
20760,120542,@AmazonHelp Did not arrive. Please could you confirm which day it is. https://t.co/3NEPf3QAyG,20759,"@120542 You should receive it today or tomorrow according to the tracking information, unfortunately I can't look into it further here ^AS"
20762,120542,@AmazonHelp Arriving today. That's all it's said since this morning. My mum is waiting in as is still waiting. Just a rough time frame would be kind,20761,@120542 I understand. Parcels can be delivered up to 21:00. Please let us know if the order does not arrive by that time. ^AL
20764,120542,@115830 can you let me know the status of parcel #Q40724393184. Thank you x,20763,@120542 I'm so sorry! We don't have access to order information via Twitter. What does the tracking show here? https://t.co/aaDyEz1VgE ^TK
20766,12564,@115850  Echo Dot arrived early  11:30 AM all thanks to @120543 👏 https://t.co/amtySnTsFd,20765,@12564 Woohoo! That's awesome!  I hope if you ever need anything you will let us know. :-) ^AK
20769,120544,amazonから配達完了通知きたけど何買ったから覚えて🍆,20768,@120544 突然失礼いたします、公式サポートです。アカウントサービスの「注文履歴」にて、これまでご注文いただいた商品の履歴がご確認いただけます。https://t.co/MaBXKdGnZo TN
21012,120608,Absolute disrespect and indifference to the customer by #amazon #amazonIN . Cheating the customer seems to be the policy of #amazonIN,21011,"@120608 We're sorry to hear that, Anand. Could you please tell us what went wrong so we could check? ^HK"
21014,118505,@AmazonHelp Ur customer care is disconnecting my call by saying that we would not be able to give you any further I sight over this issue.Please explain,21016,@118505 be able to provide any further insight on this. 2/2 ^SH
21014,118505,@AmazonHelp Ur customer care is disconnecting my call by saying that we would not be able to give you any further I sight over this issue.Please explain,21017,@118505 The resolution provided by our specialist team over the email is the best we can offer. I'm sorry we'll not 1/2 ^SH
21015,118505,@AmazonHelp Hey I have filled the form multiple times do I look like a fool to fill again and again. Give a resolution that's it,21013,"@118505 As you have filled the form, you will receive an email here: https://t.co/qrNGs448NG ^RW"
21025,118505,With regards to order ending with 5905 where it shows @115850 is purchasing products 4m portals like ebay &amp; selling over their portal https://t.co/yPHufZg7Jy,21024,@118505 That's strange! We'd like to investigate this issue further. Please contact us here: https://t.co/vlvfJr4nN9. ^ZH
21027,120609,"@AmazonHelp Hi, can't access chat as I'm locked out of my account and phone is too expensive since I'm outside the US &amp; I'm sure it's not toll free.",21029,@120609 You can try requesting a call back here: https://t.co/zGldWyrtBP ^PK
21028,120609,"@AmazonHelp Hi? I sent in the email but still no reply 20 hours later. Please help out with this, it's really urgent. THanks",21026,@120609 Hi. I'm sorry to hear that. Have you tried by phone/chat for a swifter response? ^DC
21032,120609,"@115821 Better yet, what's you customer support email so we can communicate via email? Thanks",21030,@120609 Sorry for the trouble with your account! You're welcome to reach out to us here: https://t.co/jzvkhdlrK5 ^BG
21035,120610,Today a amazon delivery boy shouted on me to not hve change of 1390 ..very shameful how the behave with customer @115821.com,21034,@120610 Apologies. That's certainly unexpected. Kindly report it here: https://t.co/2t6DQoUmNZ and our team will look into it. ^AB
21037,120611,"@AmazonHelp oui c'est dommage j'en avais absolument besoin aujourdhui, Chronopost ou UPS l'aurait laissé chez le voisin ou dans un commerce de proximité",21039,"@120611 J'en suis navrée. En effet, certains transporteurs effectuent une nouvelle livraison à domicile et la poste en fait partie."
21038,120611,@AmazonHelp Malheureusement non !,21036,@120611 Vous pouvez contacter la poste afin de demander une relivraison ou un dépôt en bureau de poste. ^ARC
