customer_tweet_id,customer_id,customer_message,amazon_reply_id,amazon_reply,intent,label_notes
109928,140402,@AmazonHelp I think u guys have less knowledge... Please read ... u guys not even mentioned reason of the cancellation... dont worry c u in the consumer court... i placed an order 1st week of nov... https://t.co/7CaLq3cqxb,109930,"@140402 I’m extremely sorry about this experience, Chirag. Please report this to our support team here: https://t.co/TdDksLo6Mf and we'll get this checked.  Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. ^MK",other,
64217,130737,"@AmazonHelp contact me on phone number, as soon as possible",64215,"@130737 We've received your details. Our team is currently looking into this, they'll reach out to you with an update anytime soon. Appreciate your patience and understanding. ^EM",delivery_issue,
36532,123963,@AmazonHelp I have done it many times,36534,@123963 You would have received a correspondence if you have filled in the details. (1/2) ^JS,other,
118791,142332,@115821 Me pueden ayudar a saber quién es el Director de Amazon películas en MÉXICO y el teléfono de las oficinas corporativas en México?,118790,"@142332 Hola, Comunicación Activa. Puedes contactarnos mediante este enlace: https://t.co/PR3iBfNNaM Por favor, dirígete al final de la página y haz clic donde dice https://t.co/nUUp5MLhYl PR para que puedas enviarnos tu consulta. ^CB",other,
63927,130685,@AmazonHelp I've sent an email. Briefly my issue is that there's no provision on the ID check email to alert you that it wasn't requested.,63926,@130685 Thanks for flagging this Richard. We will be in touch directly via email with you on this. ^NV,delivery_issue,
16798,119701,@AmazonHelp Now with #fraud u guyz have started #lying as well not even a single call has come from your team #poorcustomerservice #fraud https://t.co/JDr9VTOeGa,16800,@119701 Sorry about that Aadil. Please respond to this email and we'll check this for you. ^HN,refund_return,
83394,134323,@AmazonHelp I do not have an email regarding that shipment there is an email about the other order I had a problem with but it was with a third party,83396,@134323 So sorry to hear that no emails were received! Have you checked in your orders to see if a replacement order is showing in the list?  https://t.co/Y5jpI9gRhE ^GS,order_issue,
71910,132133,"@AmazonHelp Hola. vendedor externo.

Vendedor: LVWIT LIGHTING",71908,"@132133 En este caso Fran, te recomiendo entrar en contacto con el vendedor para verificar tus opciones. Puedes hacerlo siguiendo estos pasos:https://t.co/S1trPRq4Rk ^VL",payment_issue,
111808,140833,@AmazonHelp The replacement is Dutch 😭😂,111807,@140833 Hey! We'd like to look into this with you! Please reach out to us via phone/chat here: https://t.co/JzP7hlA23B and we can help in real-time. ^TK,prime_issue,
22469,120912,@AmazonHelp La réponse a été que je devais voir avec ma banque. Pourtant à l'origine il y a bien eu un problème sur Amazon.fr,22467,"@120912 Avez-vous contacté votre banque? Quand avez-vous rempli le formulaire? 
^ARC",product_device_issue,
98611,137581,"My @3543 hue+ just arrived from @115821. The box is damaged as you can see, but hopefully all is well. https://t.co/30OJAgkJvR",98610,"@137581 I'm so sorry to see the box was damaged for this item, Justin! That's definitely not the service we pride ourselves in providing. Have you been able to check if the item itself is damaged? ^TH",delivery_issue,
69756,131801,@AmazonHelp  https://t.co/ayGD2MEsYw,69757,"@131801 Hey Sascha, natürlich kann ich verstehen, dass du verärgert bist, wenn der bestellte Artikel nicht zum avisierten Liefertermin bei dir ankommt. Natürlich freuen wir uns, dass du Amazon Fan und geben alles für deine neue Maus! 😍 Hab bitte noch ein bisschen Geduld. ^AM",delivery_issue,
105203,139234,@115833 Will it be possible to link more than one account? We have multiple Guardians in the household and it would be great if Alexa's Voice Profile feature was compatible. #crossesfingers #gettingoneforxmas,105202,@139234 That's a great question! It is not possible to link multiple accounts to one device at the same time. Please let us know if we can be of any more help to you! ^KJ,delivery_issue,
44498,125875,"@AmazonHelp Ich hab euch mal gemailed :)
Laut Tracking Nr ist das Paket bei einem Nachbarn (im selben Haus) gelandet, welchen ich nicht finden kann.",44500,"@125875 Vielen lieben Dank für deine Mühen! Ich hoffe sehr, dass du deine Lieferung bald in deinen Händen halten kannst. :) ^SI",other,
113735,141263,"@AmazonHelp This is what it says now, I'm not happy as I was excited to receive this today 😣 https://t.co/qL1zCFTHk5",113734,@141263 Oh no! I'm sorry for the delay with your order. Please reach us here: https://t.co/JzP7hlA23B for available options if your order doesn't arrive by Tuesday. ^EZ,order_issue,
61023,129964,@AmazonHelp The problem is not the service itself the problem is that you don't communicate this is gonna happen! 😡 I lost 4 months of membership.,61026,@129964 (1/2) Other Amazon sites offer separate memberships to Amazon Prime for benefits at that particular site.,product_device_issue,
101813,138302,"Salut @120533 ! 4 commandes perdues en 10 jours, ça se passe comment?",101812,"@138302 Bonjour, je suis désolée pour ces incidents. Quelle est le transporteur SVP ? ^SM",delivery_issue,
18173,120037,@AmazonHelp Package yet to be received. The delivery boy must’ve signed himself or delivered to someone else. Also if possible send me photo of the sign,18172,@120037 I'm sorry about the conflicting tracking update. Kindly share your details here: https://t.co/beaaDm0muc ^GK,other,
69965,131828,Je suis dans la meme situation... Un casque Razer Kraken c'est pas donné à la base... https://t.co/hGxdA63hsG,69963,@131828 Avez-vous contacter notre SAV dans ce sens ? ^AR,delivery_issue,
62195,130243,@115821 I'm home alone with a two year old. Delivery person left these downstairs ? Mind you they're heavy and there's an elevator! https://t.co/e44bZxEPhn,62192,"@130243 I'm sorry for the frustration! We'd like to better understand what happened, is this an apartment hallway or mail room? ^CC",order_issue,
63871,130674,Disappointing from @115830 had parcel out for delivery for 2 days. No idea if it will actually arrive this week.,63870,@130674 Oh no! Sorry to hear. What delivery date were you given in your order confirmation email?ES,other,
101810,138301,@AmazonHelp Had Prime trial a few weeks. Made 2 orders. Both delayed beyond GUARANTEED delivery date. Dont guarantee what you cant deliver.,101808,"@138301 Hi Richard, I am sorry to hear that without going into personal account info can you tell us more about this please? ^HS",other,
20492,120476,@115850 Does cash load work with @1384 orders?,20490,"@120476 The cash load feature isn't available with Amazon Now orders currently, Jigar.",delivery_issue,
19185,120230,"@115821 For now please just tend to my new orders I just https://t.co/n5enuyETJb are those 300,000 pairs of gloves selling?",19183,@120230 We can't see your orders from here unfortunately but if you use the link ^JJ sent we can help :) ^AS,delivery_issue,
65867,131066,"@AmazonHelp Ya , i shared details on link",65866,"@131066 Thank you for confirming, we will look into it and get back to your soon with an update. ^SI",delivery_issue,
36354,123926,"@AmazonHelp @4496 Me comentan ésto desde @4496 y cómo es lógico un libro no coge en un buzón, no tiene sentido que se utilice este tipo de envíos entoces. PD: El envío ha llegado, aunque 2 días tarde... https://t.co/mNCdmJSds5",36353,"@123926 Jc Miñarro, sentimos las molestias. Estamos alegres de que has recibido tu pedido, recuerda que puedes reportar el atraso de la entrega con nuestros compañeros de Soporte al Cliente. ^DA",delivery_issue,
25910,121656,@AmazonHelp No Not Again. I have written it at least thrice by now...and narrated the same over my phone call...not again. You go and read. Why did you not alert me before deducting the pay balance??? @115851 #amazonsucks,25911,"@121656 Twitter being a public platform we do not have access to your account details, please reply to the email for better insight of the issue. ^SI",delivery_issue,
63112,130467,Gutted my @117634 fire 8 has just stopped working half way through my trip. It won't turn on. It's less than 2 months old. advice?,63111,@130467 So sorry about that Julie! Have you tried some of these troubleshooting steps? https://t.co/FrPTc3Zq1G Keep us updated! ^LS,delivery_issue,
121142,142965,@116935 How do you get this offer with the ios Amazon app?,121139,"@142965 When you click on the picture of the original tweet, it should take you to the offer page. Please let us know! ^TR",delivery_issue,
108279,140033,@AmazonHelp Por Amazon,108278,"@140033 Pablo, ¿has conseguido hablar con la compañía de transporte para verificar lo que ocurrió con tu pedido? ^DA",delivery_issue,
108267,140030,"@116928 vaya vergüenza de servicio. Primero me pierden un pedido, después vienen a entregarme otro cuando he pedido un horario específico, paquetes abiertos... ¡Vergüenza de servicio! #BlackTimo #AmazonDeVergüenza",108266,"@140030 María, lamentamos mucho que tu experiencia fuera insatisfactoria, en este caso, te solicitamos enviar tus comentarios a nuestro Centro de Servicio para que ellos trabajen en la mejora de nuestra plataforma al siguiente enlace: https://t.co/OjvUxwnzPe. ^AG",order_issue,
107256,137122,@AmazonHelp @139821 Are results out for #LgQ6AppQuiz @AmazonHelp,107258,@137122 We haven't made any announcement on it yet. Please stay tuned. ^SD,other,
89319,135315,@AmazonHelp Yeap I am contacting the carrier now. Thanks for the support. I have no problem with DHL with the exact same address. Not sure what is Aramex problem,89321,@135315 You're welcome! Thanks for keeping us updated. Let us know if you encounter any trouble with your orders. ^EB,delivery_issue,
22200,120849,"@AmazonHelp Le SAV m'a dit hier qu'ils allaient accélérer l'expédition, mais c'est toujours pas expédié... c'est vraiment n'importe quoi Amazon",22199,"@120849 Je suis désolé, est-ce que la date de livraison est dépassée ?
^YL",other,
65736,131040,@AmazonHelp @115851  wrote a mail having all the details and attached emails,65735,"@131040 Since you've responded to our correspondence, you'd receive an update anytime soon. Appreciate your patience and understanding. ^EM",other,
63869,130674,@AmazonHelp Tuesday. Has been out twice for delivery. 1 is unlucky 2 is careless,63868,@130674 Have there been any further updates on the tracking for your order?^PJ,other,
107272,139824,"@115850 
Pathetic services from u guys.i have requested a refund for my order on 1st nov u stupids hv not picked it up and now asking me to courier the product back to seller fucking worst service ever seen in my life.i vow to not use your fucking app again",107271,"@139824 As informed, request you to self ship the order and the refund will be processed once we receive the product.  (2/2) ^GD",refund_return,
37594,124160,Yo we gotta talk on my lunch break @AmazonHelp,37593,"@124160 We're here for you! If you need immediate help, please reach out by phone or chat here: https://t.co/hApLpMlfHN ^KJ",other,
57477,129036,Pay for @115821 prime and I’ve order 2 items in the last 2 days both I’ve had issues with delivery! Fuming!,57476,@129036 So sorry for the issues! Without sharing personal account information can you please provided additional information? ^LS,delivery_issue,
120243,142693,"@AmazonHelp “Return started
Your refund will be processed”. I confirmed with customer service it arrived last Tuesday 11/14",120242,@142693 We'd love to look into this with you but can't see your order through Twitter. Please reach out to us by phone or chat here: https://t.co/hApLpMlfHN ^DD,refund_return,
121132,142963,@AmazonHelp No idea what this is.  It has never happened before it either goes to a neighbour or I get a calling card through the door. Regardless on the front of the house in full  view is not a safe place. So why was it out there?,121134,"@142963 Hey, Jayson! We would love to look at this directly with you. Please reach out to us here: https://t.co/JzP7hlA23B ^LA",delivery_issue,
16125,119536,Never buy large appliances from @115850 as they DO NOT provide installation service. #CustomerInconvenience #ApniDukan? #Fail,16124,@119536 Seems like you've had an unpleasant experience. Could you elaborate so that we could assist you accordingly? ^ST,product_device_issue,
105155,139224,"@AmazonHelp We tried to deliver your parcel but couldn’t leave it unattended. I have been told delivery to businesses ie schools are before half five, not after six! How many hours in a van does it take to deliver an item???? #fustrated",105153,@139224 So sorry to hear the shipment wasn't received today! Have you already received an update as to when the next delivery attempt will be? ^GS,delivery_issue,
93738,136320,@115821 since I pay for prime and had a guaranteed delivery date and it was not delivered by then so I get my money back?,93736,"@136320 I'm sorry your order has not arrived! We never intend for this to happen. Just to clarify, have you received an e-mail regarding this delivery? ^AL",prime_issue,
69770,131805,@115830 where's my order? Very poor customer experience on your Black Friday deals. Surely you should be prepared for this demand?!,69769,"@131805 I am sorry that you haven't received your delivery yet, Charlotte! What was the original delivery date given at checkout or our email confirmation? Were the items sold by Amazon or third-party seller? You can check here: https://t.co/aaDyEz1VgE ^FR",delivery_issue,
18139,120032,"@AmazonHelp Have already shared my registered mobile no. 9673101122, but I m currently contactable on 9818601122",18142,@120032 Please respond to our email or request a call back through the same mail so we could reach out to you. 1/2 ^VH,account_issue,
38811,122363,"@115851 @115850  Amazon India can be rated as ""0"" for its service! Taking 60 days for a refund.",38809,"@122363 I understand that this has not been a pleasant experience, Ramaseshan. Please reply to the email sent for more information. ^KS",refund_return,
18949,120228,"@AmazonHelp Yes you missed it completely and made a blunder.
Call me on 9140560819 for more understanding",18951,@120228 I'm sorry for the delay in delivery. Please fill this form: https://t.co/beaaDm0muc and I’ll contact you at the earliest ^RW,other,
18960,120228,@AmazonHelp I want a proper resolution here...,18962,"@120228 Due to restricted access to your amazon account through Twitter, we shall not be able to provide any update here. (1/2) ^SI",other,
11060,118086,@AmazonHelp still have not received my package I paid extra for guaranteed next day. Won't do that again,11058,@118086 I'm sorry your order hasn't arrived! What is the delivery date shown in the confirmation e-mail: https://t.co/CTNCjpcgOm? ^SJ,delivery_issue,
56883,128885,"@AmazonHelp 416 003 or 416 012 are my first choice of pin codes..
If it's not eligible then I'm going with 416030 which is pune based pin code.",56884,@128885 416003 or 416012 are eligible for delivery in your location. Stay tuned to place the order soon. ^VM,other,
99861,137867,"@AmazonHelp The original date was 11/27 (I ordered on Sunday), then it became 11/28, and now it's ""we hope you get it by Saturday"" https://t.co/EFcSYCi42m",99863,"@137867 Have you tried reaching out to the carrier? If so, what options or insight was provided? ^MH",delivery_issue,
59519,129576,@AmazonHelp are you going to keep the availability to limited pincodes like flipkart? They have the device available to buy.,59521,"@129576 You'll be able to see the availability of that particular to your pincode once it is back in stock, Karan. ^HD",product_device_issue,
65771,131044,@AmazonHelp I have contacted them not that they much help only ever insisting they did come when they clearly didn’t !!  This keeps happening .. im not impressed,65770,"@131044 I certainly understand your concern! When you contacted us previously, what information/options were provided? ^HC",delivery_issue,
42551,125402,"@AmazonHelp I did not receive my order. I missed original delivery, cust service called me and I opted for later delivery.No delivery arrived.",42549,"@125402 Did we replace the order? When you spoke with us regarding your order, what options did we provide? ^CO",delivery_issue,
20046,120405,@115850 missed to buy the cheaper #amazonprime . Please help :),20045,@120405 Prime membership was being offered at an introductory price of Rs. 499 per year. Since the promotion has 1/2 ^SH,prime_issue,
126089,144294,@AmazonHelp What exactly do you want me to reply to an email that's again asking me to wait for 2-3 days?,126090,@144294 Kindly wait as per the timeframe as mentioned by our team and we'll be sure to reach out to you with an update. Your patience is highly appreciated. ^RI,other,
16834,119703,@AmazonHelp Hi ...enough mails done but response is very discouraging... contact me on call,16835,@119703 requesting for a call-back and we'll reach out to you soon. (2/2) ^VM,other,
33301,123358,My order number: 171-2623585-5777153 is not yet delivered. This is the third time I am facing the problem @115850,33299,"@123358 Truly sorry about that, Akshay. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll assist you. ^NK",delivery_issue,
49963,127186,@AmazonHelp @115850 @115851 it's been 30 days. Shall I wait till 1year ? U delivered refurbished device &amp; asking me to wait &amp; wait.,49964,"@127186 My apologies for the delay, Venky. We are working on this and will get back to you soon with an update. ^KS",product_device_issue,
83383,134322,@AmazonHelp I did online chat. After 2 people I was told I needed to wait 24 to 48 hours to hear back from the teen group.,83381,"@134322 When you were on the chat, Gregg, did the agent offer any information as to why the Fire HD Tablet would not register on the teen account? ^TH",other,
96749,137115,"@AmazonHelp Well my safe place is the recycling bin which was emptied yesterday, so I hope not! And my neighbours aren’t currently in to check",96751,@137115 We definitely want to make sure that you do receive your package! Does your tracking state which carrier is being used for this shipment? ^GP,delivery_issue,
19191,120262,@AmazonHelp is my parcel lost in transit I’ve never experienced a delay with delivery from you!! https://t.co/DJ4tGuR94P,19189,"@120262 Hi, sorry to hear that, delays happen for unforeseen reasons, were you emailed with a reason for the delay?^AS",delivery_issue,
121085,142950,"@115821 I was wondering if it's possible to renew my Amazon Prime membership early? It's supposed to renew automatically on the 29th, but it would be better if I could renew it tomorrow (pay day). Please let me know. Thank you.",121084,@142950 Hello Jess. I'm sorry; currently renewing your membership before its stated renewal date isn't available. ^DO,prime_issue,
78823,133577,Hey @115821 what is going on with your provider @115817? I’ve ordered 5 things and 4 of them have been delayed. Ordered a Prime on 3 of them. On is now 7 days late...should have just bought it at the store,78821,"@133577 Hi Justin, what were the expected delivery dates provided in your order confirmation emails? Have these dates passed? ^TS",delivery_issue,
26959,121900,"@115833 Good morning.  Is the Alexa App down?  It’s timing out here in London, UK.",26958,"@121900 Hi, we've had no reports of issues. Have you tried restarting your device? ^TS",product_device_issue,
29495,122484,@AmazonHelp C’est pas ce que j’ai demandé.. mais merci quand même de votre part 😂😉👍,29496,@122484 Merci pour votre compréhension. ^FA,other,
12496,118498,@115821 WTF MAN. YALL LET SOME RANDO CHANGE MY EMAIL TO MY ACCOUNT AND NOW I CANT LOG IN. FIX IT!!!!!,12493,"@118498 I'm so sorry about that, Alexis. When you can, please reach us here so we can better assist: https://t.co/hApLpMlfHN ^BL",account_issue,
93573,136281,"@AmazonHelp Hi, I had a parcel delivered to a Amazon locker 2 hours ago but still haven't been emailed or texted with the code.",93571,"@136281 Hi, have you checked your junk/spam folder to see if your e-mail has ended up there? ^KI",delivery_issue,
126121,144297,@AmazonHelp I have already raised d issue there.lets see what happen next,126123,@144297 If you've shared your details via the above link. We'll certainly reach out to you and help you with your concern. ^AR,other,
38112,124276,@AmazonHelp -5 out of 5 for delivery service. I didn't pay prime delivery charges that's why it's happening to me.,38113,@124276 That shouldn't be the case. All customers are equally valued at Amazon. I'll be sharing your comments internally to work on. ^CB,delivery_issue,
111718,140819,@AmazonHelp muito obrigada!!!!! vou comprar agora.,111717,"@140819 Imagina Mariana, estamos para ajudar. 😉 ^NB",other,
13897,118918,@118919 Please monitor your customer care dept. Its like fighting a war. https://t.co/PFcZRszNVU,13894,@118918 a document with the details as mentioned in the email for us to help you. Appreciate your understanding. (2/2) ^ZH,other,
108093,139999,@AmazonHelp Cest fait.,108092,"@139999 Parfait, vous serez contacté par ma collègue dans les brefs délais. ^ASZ",other,
17644,119903,@AmazonHelp Did you guys do anything?,17643,"@119903 (2/2) For account security reasons, we recommend that you delete any account sensitive information from Twitter. Thank you. ^SE",other,
83366,134321,@AmazonHelp @115850 I am not getting any discount option on using ICICI credit card when u have mentioned the same in your terms and conditions. https://t.co/3S66yJalKj,83367,"@134321 I understand your concern regarding the No cost emi. The interest amount will be offered instantly once you place the order. However, the card issuing bank will continue to charge interest on the transaction. (1/2) ^GD",payment_issue,
71845,132121,"@115830 been trying to login to my account to place an order, but it won’t let me! What’s going on?! #Irritating",71844,"@132121 Hi Zoe, have you checked to make sure your username and password are correct? You could always try to choose the ""forgot username/password"" option and follow the instructions from there. ^HS",account_issue,
65669,131032,@AmazonHelp already contacted your customer support team.. they are of no help..if u cant call then arrange for a call from your senior management. @115851 I guess atleast this you get it done,65668,"@131032 As this is a social media platform, we can't view your account/order information. Please send your details from the link here: https://t.co/VNUITkunAc and we will assist you further. ^HR",other,
103129,138672,"@AmazonHelp respected sir, u know its a once in week sale. nd it very hard to place order,
nd it sucks when it get cancelled. 
i was failed to order that on 30th nov.",103130,"@138672 I can imagine the disappointment, Shrey. This is certainly not what we intended. I will pass it on as a feedback to our team internally. ^MK",cancellation_issue,
26898,122004,"@121890 @120474 Why does it say "" You have exceeded the maximum allowed number of tickets for this event."" I have no tickets ??!",27396,"@122004 My apologies Karolina. If you get in touch: https://t.co/JzP7hlA23B, we'll be happy to help. ^DC",other,
62299,130272,@AmazonHelp It’s now 8:03. I’ve yet to see the packages that were promised by 8. The gps tracking says there is one delivery before mine. I️ LIVE LESS THAN 10 MILES FROM THE WAREHOUSE. Can I️ just pick them up there next time,62296,@130272 I'm sorry for this delay. Most late orders arrive the following business day. Please keep us updated on the delivery. We want to ensure it arrives. ^RR,delivery_issue,
35205,123665,@AmazonHelp Le dossier a l'air compliqué pour un livre qui a le nom du sport en guise de titre. N'y a-t-il pas un autre moyen de contacter le service qui gère ça ? La couverture avait été ajoutée en quelques heures donc 10 jours pour changer une catégorie...,35207,"@123665 Vous pouvez contacter le service en question, en envoyant un e-mail au service client via le lien suivant : https://t.co/qzuu0dgDXz ^ME",product_device_issue,
21538,120701,@AmazonHelp 9762642673 call on this number n tell him to deliver,21541,"@120701 Request you to wait till 8:00 pm for an update on delivery. Also, as you have filled the form, you will receive an email 1/2 ^RW",delivery_issue,
69614,131777,"@AmazonHelp The billing address was the issue, I have a weird address some sites don't register well which is normally fixed by adding or removing  the start of it. It just woulda been easier if I was told a few days ago instead of a last minute email.",69616,@131777 Have you raised this address issue directly with us before? If so what were you advised by the associate?^SM,payment_issue,
121059,142943,@AmazonHelp Hi one of my orders hasn’t started shipping yet please help,121058,"@142943 Can I ask, what was the estimated delivery date given to you on the confirmation email you received when you placed this order please?^GA",order_issue,
16794,119700,"@AmazonHelp form has been filled awaiting for a solution n refund. I have already invested my energy in explaining before, kindly treat it urgent.",16793,@119700 Apologies for the bad experience. Thanks for sharing your details. We'll get in touch with you. Appreciate your patience. ^AK,refund_return,
42477,125385,@AmazonHelp Nothing at all.,42478,"@125385 Our team would like to take a closer look at this for you, please send us your info via this link: https://t.co/QeZQd8r9dx ^SH",other,
33203,122493,"@AmazonHelp And you people fool your customers, very shameful.",33206,@122493 to you with an update soon. Request you to wait. 2/2 ^NK,other,
118744,142322,"@AmazonHelp Thank you but as I said in my first tweet, it needs to be escalated since no action has been taken. I need more than just a link to your contact us page  @115821 #fraud",118746,"@142322 We don't have access to your Amazon account over Twitter. When you contacted us, what options or information did we provide? Did we mention anything about forwarding your information to our Account Specialists? ^GG",other,
64146,130724,@AmazonHelp This is the same reply i am getting for the 9th time,64147,"@130724 I get that you're upset. However, be assured we're working on it and we'll get back to you soon. ^BV",other,
101759,138291,@AmazonHelp Not a great collection when compared to others. Couldn't find anything. That's y i asked for an update to the collection. Specially woolen sweaters.,101761,@138291 I've noted your comments Ashutosh and will be sure to forward this as a feedback internally. ^MP,other,
89218,135294,Oh @AmazonHelp your support has failed me this morning and I'm terribly disappointed. Normally I rave about Amazon customer service but not today.,89216,"@135294 This is definitely something we do not like to hear! Without providing any personal or account information, can you let us know what's going on? We'd love to help! ^JY",other,
95358,136736,@AmazonHelp Pone que no esta determinada aun,95356,"@136736 Entiendo, ¿sabes cuál es el estatus actual? ^MB",other,
34470,123471,"@AmazonHelp No, for this particular example the game releases on 3rd November but the delivery date is the 4th. I pre-ordered the game months ago",34472,@123471 Did you select Release Day Delivery at check-out: https://t.co/WULosJ4pBM?,delivery_issue,
90204,135570,@AmazonHelp I was sent a label to return a faulty order. I was told to take the parcel to any post office. However the post office are unable to accept it as the label states it’s to be returned to a “pass my parcel” unit.,90203,"@135570 I'm terribly sorry for the misinformation! ""Pass my Parcel"" is one of our main return https://t.co/yyXMCAfQKk's some information about the ""Pass my Parcel"" process: https://t.co/200sXZFeZp 

If you're unable to access one of these locations, please let us know.^WT",refund_return,
89178,135288,"@AmazonHelp Ja, danke. Paket ist aktuell in Zustellung.",89179,@135288 Wunderbar :) Schönes Wochenende! ^BL,delivery_issue,
103040,138661,"@AmazonHelp UPS pour la partie que j’ai pu récupérer aujourd’hui, la poste pour la deuxième partie... le tout devant arriver hier",103038,@138661 Avez-vous signalé ce retard à notre service client je vous prie? ^BR,delivery_issue,
111853,140838,@AmazonHelp with my parcel??,111852,@140838 Who was the courier that was assigned to delivery your order?^SM,delivery_issue,
101700,138279,@AmazonHelp getting a replacement for sunday🙋🏻‍♂️,101699,"@138279 Glad to hear it, Will! Enjoy your TV.^TI",order_issue,
93615,136290,"I pay $99/year for Amazon prime so that I can get fast shipping. UPS needs to get it together, because my items have been ""Out for delivery!"" for days.",93613,"@136290 Oh no, I'm sorry for the wait! We don't have account or order access via Twitter, but we'd like to look in to this with you in real-time. When you have a free moment, reach out to us via phone or chat: https://t.co/hApLpMlfHN Keep us posted! ^KN",delivery_issue,
86224,134821,@115821 explain to me why my order goes from California to Maryland for delivery when I live in Texas. Not to mention it’s late. My order is more traveled than I am,86222,"@134821 Hi, sorry to hear about your order being late. What was date provided to you for delivery when you placed the order? ^CR",delivery_issue,
25947,121662,@115850 i love u but the amount of plastic and the size of the box in comparison to the size of the product is gargantuan! @115821 https://t.co/Ha9vi9hA8z,25946,@121662 We value your comments! You can personally drop all packaging feedback here : https://t.co/lvha47jKgQ. ^CB,other,
63970,130693,@AmazonHelp Amazon direct,63972,@130693 Thank you for that Dominic. You can find more info on this here:https://t.co/LOGT2lOn5U.^GA,other,
634,115831,@115821 @AmazonHelp why is my order at my local courier for the last 6 days and still hasn’t been delivered to me?? Over 1 week late 😡,633,@115831 I'm sorry for the wait. Please reach out to us so we can take a closer look at this delivery: https://t.co/JzP7hlA23B ^SH,delivery_issue,
77421,133250,"@AmazonHelp Please don't irritate me,
I write 3 times in your given link but no proper solution they provide
#UNINSTALLAMAZON",77422,@133250 We've sent the correspondence to your registered email ID. Kindly check it here: https://t.co/8DAc10S7ww and write back to the email. We will respond on the same. ^GK,other,
91293,135798,"De vuelta a @130293, convencido de que es la app que mejor funciona.",91292,"@135798 Bienvenido Pedro, nos encanta que estés de vuelta. ¿Ya hiciste algún pedido😉 ? ^MB https://t.co/zocgbTGc0R",other,
95295,136723,"@AmazonHelp I sent the message and apparently they ""need to ask the carrier and the deliveryman where your order is."". Really? If the deliveries are done as expected nobody should have to ask the carrier and deliveryman where the delivery is.",95341,@136723 I am really sorry that I cannot tell you more. My colleagues looked into your case and can give the best answer concerning your problem. I hope you will get your delivery very soon! ^AW,delivery_issue,
54385,128310,"@116875 Hice una devolución hace más de 2 semanas, y aún no tengo noticias del reembolso o el reemplazo. Dónde puedo consultar el status?",54384,"@128310 Hola, lamentamos el inconveniente. ¿Has verificado esta información? : https://t.co/A0iF7DeSJc . ^MB",refund_return,
108160,140009,"Não consigo efetivar minha compra no cartão de débito com vocês, @117086. Vocês podem ajudar ???",108158,"@140009 Olá Sérgio! Sentimos o acontecido, me diga, apareceu alguma mensajem de erro ou você recebeu algum e-mail informando sobre algum incoveniente? ^HC",payment_issue,
125370,144108,amei a black friday de vocês mores meus parabéns @117086 https://t.co/z8RAMMsZvF,125368,"@144108 Olá, Sky! Conte para nós, quais produtos você comprou?. Ficamos curiosos. 🤔💛 ^NB",other,
120176,142679,@AmazonHelp Chrome on Win 7.,120174,@142679 We'd like to look into this for you. Please reach out to us via phone or chat here: https://t.co/FKvlKPkNkL for real-time troubleshooting. ^BE,product_device_issue,
38106,124276,"@AmazonHelp I reported this over chat support, no estimated time provided, they only apologies for it. I want reimburse of delivery charges.",38107,@124276 Kindly let us know the estimated delivery mentioned here: https://t.co/pYHdlcj0Ot ^SG,refund_return,
111775,140828,"Are @115830 kidding me right now?! Don’t get my parcel, signature has been forged and one of their customer service advisors hung up on me 😡",111774,@140828 I'm sorry to hear about this experience! This is not the level of service we strive for. Was the parcel supposed to be delivered today? ^TR,delivery_issue,
120193,142683,El éxito de @116875 se debe entre muchas cosas a su excelente servicio al cliente. Tuve un problema con mi envío y en ningún momento me sentí angustiado. Siempre estuvieron al pendiente y ahora estoy a punto de disfrutarlo. Infinitas gracias.,120191,"@142683 ¡Hola, Oscar! Muchísimas gracias por tus comentarios, hacemos siempre lo que esté a nuestro alcance para satisfacer a nuestros clientes. Nos alegra leer que tu problema se haya resuelto. ^LC",other,
69802,131812,@AmazonHelp Anytime you call me tell when you're replacing the fake product!,69803,@131812 I understand your concern. Kindly reply to the latest correspondence sent by our team with your preferred timings for call back and our team will get back to you soon.  Appreciate your understanding. ^GD,product_device_issue,
21951,120779,@AmazonHelp shared and still zero outcome,21952,@120779 We haven't received your details. Kindly share them on the link above and we'll get back to you at the earliest. ^PS,other,
99886,137872,"@AmazonHelp Oui, j'étais censé recevoir un colis hier, aujourd'hui je n'ai toujours rien, je devais en recevoir un aussi aujourd'hui et pour l'instant rien mais je doute de le recevoir. Quand c'est d'autres transporteur je n'ai jamais ce problème la (sauf UPS mais c'est rare)",99888,"@137872 Je suis sincèrement navrée pour la gêne occasionnée, je vous invite à signaler cet incident à notre service client via le lien suivant : https://t.co/qzuu0dgDXz ^ASZ",delivery_issue,
42562,125403,"Ordering from @115821 - When it works it works great. When there is a problem (""prime"" delivery not delivered after 6 days) they fall apart.",42559,"@125403 I'm sorry you don't have your order. Did we ask you to wait longer for it? If you need an update, call: https://t.co/JzP7hlA23B ^MG",delivery_issue,
95435,136751,"@AmazonHelp Ordered products using Prime that was sold and shipped by Amazon. #1 the shipping was delayed , #2 Package is missing , Customer care rep wants me to contact AMZ-L .Amazon Logistics does not have phone support available. So much for prime member benefits !",95434,@136751 I'd like to have a member of our team take a closer look at this for you. Please provide us with detailed order information here: https://t.co/PaLVU1WasT ^KP,delivery_issue,
